# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* FNHOILDI_01440      K01880  107.30  303.1   5.9e-91 glycyl-tRNA synthetase [EC:6.1.1.14]
* FNHOILDI_01442      K00945   76.83  228.8   1.5e-68 CMP/dCMP kinase [EC:2.7.4.25]
* FNHOILDI_01443      K03553  103.57  363.4  1.9e-109 recombination protein RecA
* FNHOILDI_01445      K03427   97.00  128.2   5.1e-38 type I restriction enzyme M protein [EC:2.1.1.72]
* FNHOILDI_01446      K01255  418.07  449.1  4.6e-135 leucyl aminopeptidase [EC:3.4.11.1]
* FNHOILDI_01459      K02939   47.80   67.0   2.2e-19 large subunit ribosomal protein L9
* FNHOILDI_01462      K03427   97.00  233.7   5.5e-70 type I restriction enzyme M protein [EC:2.1.1.72]
* FNHOILDI_01463      K01874  236.63  499.5  2.3e-150 methionyl-tRNA synthetase [EC:6.1.1.10]
* FNHOILDI_01473      K01873  589.77  774.4    2e-233 valyl-tRNA synthetase [EC:6.1.1.9]
* FNHOILDI_01475      K03070  152.83  712.8  7.8e-215 preprotein translocase subunit SecA [EC:7.4.2.8]
* FNHOILDI_01479      K07171   19.37   92.6   3.1e-27 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01480      K03763  228.33  680.2    7e-205 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
* FNHOILDI_01480      K02342  108.03  129.0   2.2e-38 DNA polymerase III subunit epsilon [EC:2.7.7.7]
* FNHOILDI_01494      K01867  137.37  308.2   1.2e-92 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* FNHOILDI_01498      K21498   47.93   86.7   1.7e-25 antitoxin HigA-1
* FNHOILDI_01500      K03151  132.87  399.8  2.4e-120 tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]
* FNHOILDI_01511      K02931   99.93  181.4   1.7e-54 large subunit ribosomal protein L5
* FNHOILDI_01513      K19221  115.87  162.4   2.1e-48 cob(I)alamin adenosyltransferase [EC:2.5.1.17]
* FNHOILDI_01522      K21498   47.93   93.1   1.9e-27 antitoxin HigA-1
* FNHOILDI_01529      K01874  236.63  523.9  9.8e-158 methionyl-tRNA synthetase [EC:6.1.1.10]
* FNHOILDI_01538      K01409   84.10  376.1  4.6e-113 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
* FNHOILDI_01546      K01056   46.53  226.0   7.5e-68 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* FNHOILDI_01547      K07491   17.77  110.2   1.9e-32 putative transposase
* FNHOILDI_01548      K00384  339.83  371.1  1.2e-111 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* FNHOILDI_01550      K07171   19.37   70.8   1.5e-20 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01553      K00566  428.00  482.9  7.9e-146 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* FNHOILDI_01554      K01507   23.07  153.4   1.5e-45 inorganic pyrophosphatase [EC:3.6.1.1]
* FNHOILDI_01557      K02911   21.47   42.9   5.8e-12 large subunit ribosomal protein L32
* FNHOILDI_01558      K01887   47.77  339.3  6.1e-102 arginyl-tRNA synthetase [EC:6.1.1.19]
* FNHOILDI_01561      K03702  143.73  575.3  3.9e-173 excinuclease ABC subunit B
* FNHOILDI_01562      K01890  121.63  196.9   6.1e-59 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* FNHOILDI_01576      K21498   47.93  100.0   1.4e-29 antitoxin HigA-1
* FNHOILDI_01578      K07171   19.37   87.6   1.1e-25 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01583      K06999  106.67  106.8   1.4e-31 phospholipase/carboxylesterase
* FNHOILDI_01590      K01875   76.07  378.4  5.7e-114 seryl-tRNA synthetase [EC:6.1.1.11]
* FNHOILDI_01604      K07494   74.50   84.5   1.1e-24 putative transposase
* FNHOILDI_01606      K00962  149.47  649.6    9e-196 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
* FNHOILDI_01608      K00554  127.83  287.4     2e-86 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
* FNHOILDI_01625      K01881  159.03  296.1   4.9e-89 prolyl-tRNA synthetase [EC:6.1.1.15]
* FNHOILDI_01627      K07334   76.87  102.0   3.7e-30 toxin HigB-1
* FNHOILDI_01628      K21498   47.93   89.9   1.9e-26 antitoxin HigA-1
* FNHOILDI_01636      K00940  131.40  200.7   5.1e-60 nucleoside-diphosphate kinase [EC:2.7.4.6]
* FNHOILDI_01642      K01992   21.17   23.8     3e-06 ABC-2 type transport system permease protein
* FNHOILDI_01649      K07171   19.37   42.8   5.4e-12 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01653      K07566   83.40  113.9   1.1e-33 L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
* FNHOILDI_01658      K03177  215.57  303.7   2.8e-91 tRNA pseudouridine55 synthase [EC:5.4.99.25]
* FNHOILDI_01664      K02916   22.97   49.1   8.5e-14 large subunit ribosomal protein L35
* FNHOILDI_01667      K07171   19.37   68.8     6e-20 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01679      K03703  248.20  446.4  2.6e-134 excinuclease ABC subunit C
* FNHOILDI_01684      K00558  160.57  276.8   2.3e-83 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* FNHOILDI_01689      K03685  157.10  190.7   5.6e-57 ribonuclease III [EC:3.1.26.3]
* FNHOILDI_01691      K03046  542.03  861.8  1.3e-259 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* FNHOILDI_01692      K02434  265.63  358.7    9e-108 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
* FNHOILDI_01695      K03168  435.60  479.5  3.1e-144 DNA topoisomerase I [EC:5.6.2.1]
* FNHOILDI_01698      K02946   65.63   75.2   5.9e-22 small subunit ribosomal protein S10
* FNHOILDI_01713      K03650  167.93  435.5  5.6e-131 tRNA modification GTPase [EC:3.6.-.-]
* FNHOILDI_01720      K02600   40.37  192.9   9.9e-58 transcription termination/antitermination protein NusA
* FNHOILDI_01721      K02519  306.67  473.6  1.7e-142 translation initiation factor IF-2
* FNHOILDI_01722      K02834   27.27   29.7   4.4e-08 ribosome-binding factor A
* FNHOILDI_01724      K07316  209.03  331.1   1.6e-99 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
* FNHOILDI_01727      K07496   31.67  165.6   2.1e-49 putative transposase
* FNHOILDI_01733      K02899   49.63  103.5   1.4e-30 large subunit ribosomal protein L27
* FNHOILDI_01736      K02503   86.80  111.8   3.8e-33 histidine triad (HIT) family protein
* FNHOILDI_01755      K03648   88.37  268.6   1.8e-80 uracil-DNA glycosylase [EC:3.2.2.27]
* FNHOILDI_01773      K07171   19.37   82.2   4.8e-24 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01779      K07496   31.67  305.5   9.6e-92 putative transposase
* FNHOILDI_01782      K02884   22.50   64.5   1.3e-18 large subunit ribosomal protein L19
* FNHOILDI_01785      K07171   19.37   86.2   2.9e-25 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01792      K07496   31.67  235.8   1.2e-70 putative transposase
* FNHOILDI_01793      K07496   31.67   56.7   1.9e-16 putative transposase
* FNHOILDI_01794      K07491   17.77  111.7   6.7e-33 putative transposase
* FNHOILDI_01796      K07316  209.03  301.5   1.5e-90 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
* FNHOILDI_01807      K07488   43.87   86.1   3.1e-25 transposase
* FNHOILDI_01814      K03427   97.00  121.6   4.9e-36 type I restriction enzyme M protein [EC:2.1.1.72]
* FNHOILDI_01815      K07171   19.37   64.4   1.3e-18 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01823      K01153  164.30  436.8    3e-131 type I restriction enzyme, R subunit [EC:3.1.21.3]
* FNHOILDI_01831      K02878   86.63  169.5   1.1e-50 large subunit ribosomal protein L16
* FNHOILDI_01832      K02982  108.80  164.9   2.7e-49 small subunit ribosomal protein S3
* FNHOILDI_01847      K03652   51.33  231.3     2e-69 DNA-3-methyladenine glycosylase [EC:3.2.2.21]
* FNHOILDI_01848      K03427   97.00  357.2  2.1e-107 type I restriction enzyme M protein [EC:2.1.1.72]
* FNHOILDI_01849      K01156  140.97  347.0  3.2e-104 type III restriction enzyme [EC:3.1.21.5]
* FNHOILDI_01855      K07494   74.50   88.1   8.9e-26 putative transposase
* FNHOILDI_01859      K07488   43.87   85.5   4.6e-25 transposase
* FNHOILDI_01864      K07584   35.60   77.2   1.7e-22 uncharacterized protein
* FNHOILDI_01874      K01885  303.63  513.1  1.5e-154 glutamyl-tRNA synthetase [EC:6.1.1.17]
* FNHOILDI_01879      K03799  133.77  173.1     1e-51 heat shock protein HtpX [EC:3.4.24.-]
* FNHOILDI_01887      K07171   19.37   63.8     2e-18 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01892      K07171   19.37   76.3   2.9e-22 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_01900      K02926   76.47  190.2   7.2e-57 large subunit ribosomal protein L4
* FNHOILDI_01905      K02986   77.73  171.6   2.7e-51 small subunit ribosomal protein S4
* FNHOILDI_01906      K18682  118.43  491.4  3.5e-148 ribonucrease Y [EC:3.1.-.-]
* FNHOILDI_01910      K01889  109.70  286.1   6.2e-86 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* FNHOILDI_01911      K01866   93.67  246.7   5.2e-74 tyrosyl-tRNA synthetase [EC:6.1.1.1]
* FNHOILDI_01913      K03664   28.77  155.8   1.4e-46 SsrA-binding protein
* FNHOILDI_01936      K02316   54.50  164.4   6.9e-49 DNA primase [EC:2.7.7.101]
* FNHOILDI_01937      K01870  514.83  540.4  1.3e-162 isoleucyl-tRNA synthetase [EC:6.1.1.5]
* FNHOILDI_01938      K02358  348.87  630.9  4.6e-190 elongation factor Tu
* FNHOILDI_01941      K00943   98.17  140.9   5.5e-42 dTMP kinase [EC:2.7.4.9]
* FNHOILDI_01942      K00943   98.17  158.6   2.3e-47 dTMP kinase [EC:2.7.4.9]
* FNHOILDI_01943      K01056   46.53  219.8   5.8e-66 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* FNHOILDI_01954      K07341   34.03   38.0   1.9e-10 death on curing protein
* FNHOILDI_01955      K07491   17.77  101.2   1.1e-29 putative transposase
* FNHOILDI_01956      K07496   31.67  296.5   5.3e-89 putative transposase
* FNHOILDI_01960      K02874  102.87  137.0   7.3e-41 large subunit ribosomal protein L14
* FNHOILDI_01969      K04564   29.40  171.9   2.4e-51 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* FNHOILDI_02008      K21498   47.93   48.5   1.1e-13 antitoxin HigA-1
* FNHOILDI_02016      K03685  157.10  211.7   2.3e-63 ribonuclease III [EC:3.1.26.3]
* FNHOILDI_02023      K21498   47.93  101.4   5.1e-30 antitoxin HigA-1
* FNHOILDI_02024      K07334   76.87   90.8   9.5e-27 toxin HigB-1
* FNHOILDI_02026      K10563  195.93  275.9   6.5e-83 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* FNHOILDI_02029      K07042   59.80  145.4   2.8e-43 probable rRNA maturation factor
* FNHOILDI_02052      K07171   19.37   97.5   9.9e-29 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_02054      K07171   19.37   87.4   1.2e-25 mRNA interferase MazF [EC:3.1.-.-]
* FNHOILDI_02059      K02956   32.03   56.5   3.7e-16 small subunit ribosomal protein S15
