# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* RHZ36811.1          K01493   82.97  196.0   1.4e-58 dCMP deaminase [EC:3.5.4.12]
* RHZ36817.1          K03657  379.80  522.2  4.8e-157 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
* RHZ36824.1          K03702  143.73  932.7  6.1e-281 excinuclease ABC subunit B
* RHZ36828.1          K02503   86.80  108.1   6.5e-32 histidine triad (HIT) family protein
* RHZ36829.1          K03438  118.37  380.8  1.5e-114 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
* RHZ36835.1          K00384  339.83  346.6    4e-104 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* RHZ36837.1          K00943   98.17  159.3   1.9e-47 dTMP kinase [EC:2.7.4.9]
* RHZ36840.1          K02864   56.00   99.4   4.1e-29 large subunit ribosomal protein L10
* RHZ36843.1          K00287   53.23  147.1   9.6e-44 dihydrofolate reductase [EC:1.5.1.3]
* RHZ36850.1          K04567  302.73  649.6  1.1e-195 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
* RHZ36853.1          K02899   49.63   83.7     2e-24 large subunit ribosomal protein L27
* RHZ36854.1          K06999  106.67  113.6   1.5e-33 phospholipase/carboxylesterase
* RHZ36857.1          K00554  127.83  278.6   1.2e-83 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
* RHZ36859.1          K07566   83.40  121.0   8.9e-36 L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
* RHZ36861.1          K01507   23.07  136.5   2.5e-40 inorganic pyrophosphatase [EC:3.6.1.1]
* RHZ36872.1          K04564   29.40  142.2   3.4e-42 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* RHZ36878.1          K02874  102.87  107.9   7.2e-32 large subunit ribosomal protein L14
* RHZ36880.1          K01889  109.70  336.7  3.6e-101 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* RHZ36882.1          K01154   25.93   58.8   7.6e-17 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ36885.1          K07494   74.50  100.9   1.4e-29 putative transposase
* RHZ36888.1          K02931   99.93  206.2     6e-62 large subunit ribosomal protein L5
* RHZ36895.1          K02884   22.50   53.1   4.7e-15 large subunit ribosomal protein L19
* RHZ36912.1          K07494   74.50  100.9   1.4e-29 putative transposase
* RHZ36913.1          K03427   97.00  176.2   1.8e-52 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ36916.1          K01869  429.83  956.9  3.3e-288 leucyl-tRNA synthetase [EC:6.1.1.4]
* RHZ36919.1          K02887   55.13  136.5   1.5e-40 large subunit ribosomal protein L20
* RHZ36920.1          K02911   21.47   42.8   7.6e-12 large subunit ribosomal protein L32
* RHZ36925.1          K01876  291.87  338.8  1.1e-101 aspartyl-tRNA synthetase [EC:6.1.1.12]
* RHZ36927.1          K07052   25.67   45.1   9.6e-13 uncharacterized protein
* RHZ36938.1          K18682  118.43  498.5  3.1e-150 ribonucrease Y [EC:3.1.-.-]
* RHZ36945.1          K03495  121.13  739.2  8.8e-223 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* RHZ36946.1          K02863   98.10  171.6     4e-51 large subunit ribosomal protein L1
* RHZ36948.1          K01151  122.83  303.8   2.3e-91 deoxyribonuclease IV [EC:3.1.21.2]
* RHZ36949.1          K03979  160.43  446.0  2.9e-134 GTPase [EC:3.6.5.-]
* RHZ36951.1          K09769   82.67  299.7   2.2e-90 uncharacterized protein
* RHZ36953.1          K07052   25.67   49.5   4.4e-14 uncharacterized protein
* RHZ36955.1          K02519  306.67  502.3  4.4e-151 translation initiation factor IF-2
* RHZ36956.1          K02600   40.37  194.0   5.7e-58 transcription termination/antitermination protein NusA
* RHZ36960.1          K02916   22.97   40.7     4e-11 large subunit ribosomal protein L35
* RHZ36962.1          K03799  133.77  183.2   1.2e-54 heat shock protein HtpX [EC:3.4.24.-]
* RHZ36963.1          K01890  121.63  228.5   2.3e-68 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* RHZ36971.1          K02967  138.30  178.7   2.1e-53 small subunit ribosomal protein S2
* RHZ36972.1          K07052   25.67   46.1   4.8e-13 uncharacterized protein
* RHZ36973.1          K02867   66.80   93.3   2.4e-27 large subunit ribosomal protein L11
* RHZ36978.1          K03648   88.37  250.2   8.6e-75 uracil-DNA glycosylase [EC:3.2.2.27]
* RHZ36980.1          K03218  217.53  227.8   2.5e-68 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
* RHZ36981.1          K02968   35.03   44.9   1.6e-12 small subunit ribosomal protein S20
* RHZ36987.1          K02835  355.80  407.9  1.4e-122 peptide chain release factor 1
* RHZ36989.1          K19221  115.87  174.9   4.5e-52 cob(I)alamin adenosyltransferase [EC:2.5.1.17]
* RHZ36990.1          K03977  204.07  307.2   3.1e-92 GTPase
* RHZ36991.1          K07171   19.37   25.2   1.7e-06 mRNA interferase MazF [EC:3.1.-.-]
* RHZ36998.1          K02939   47.80   90.0   2.6e-26 large subunit ribosomal protein L9
* RHZ36999.1          K00962  149.47  634.9  3.2e-191 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
* RHZ37005.1          K06925   47.07  111.4   7.7e-33 tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
* RHZ37009.1          K00600   55.33  595.6  1.9e-179 glycine hydroxymethyltransferase [EC:2.1.2.1]
* RHZ37013.1          K03703  248.20  447.9  1.2e-134 excinuclease ABC subunit C
* RHZ37018.1          K02959   28.23   86.7   2.8e-25 small subunit ribosomal protein S16
* RHZ37020.1          K03652   51.33  218.9   1.6e-65 DNA-3-methyladenine glycosylase [EC:3.2.2.21]
* RHZ37021.1          K02913   23.47   29.2   1.3e-07 large subunit ribosomal protein L33
* RHZ37023.1          K00029  301.23  521.3  4.6e-157 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
* RHZ37027.1          K03553  103.57  270.7   3.2e-81 recombination protein RecA
* RHZ37030.1          K01154   25.93   45.1   1.1e-12 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ37031.1          K03427   97.00  278.3   2.1e-83 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ37031.1          K01154   25.93   92.4   4.5e-27 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ37035.1          K02950   85.93  194.2   6.1e-58 small subunit ribosomal protein S12
* RHZ37036.1          K02992  105.13  119.6   1.7e-35 small subunit ribosomal protein S7
* RHZ37038.1          K02520   51.07  108.4   6.6e-32 translation initiation factor IF-3
* RHZ37039.1          K03177  215.57  295.4   1.2e-88 tRNA pseudouridine55 synthase [EC:5.4.99.25]
* RHZ37040.1          K02355  515.13  891.2  1.5e-268 elongation factor G
* RHZ37041.1          K00945   76.83  205.7     2e-61 CMP/dCMP kinase [EC:2.7.4.25]
* RHZ37043.1          K18554  117.60  118.8   3.6e-35 chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
* RHZ37045.1          K01868  140.00  456.1  4.3e-137 threonyl-tRNA synthetase [EC:6.1.1.3]
* RHZ37052.1          K03650  167.93  443.8  2.1e-133 tRNA modification GTPase [EC:3.6.-.-]
* RHZ37054.1          K02358  348.87  625.9  1.9e-188 elongation factor Tu
* RHZ37057.1          K03664   28.77  131.0   7.2e-39 SsrA-binding protein
* RHZ37059.1          K01880  107.30  309.2   1.1e-92 glycyl-tRNA synthetase [EC:6.1.1.14]
* RHZ37103.1          K01409   84.10  413.0  4.1e-124 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
* RHZ37108.1          K02874  102.87  105.1   5.3e-31 large subunit ribosomal protein L14
* RHZ37109.1          K03652   51.33   73.8   2.2e-21 DNA-3-methyladenine glycosylase [EC:3.2.2.21]
* RHZ37112.1          K12574  172.07  588.1  4.4e-177 ribonuclease J [EC:3.1.-.-]
* RHZ37114.1          K07052   25.67   77.5   1.3e-22 uncharacterized protein
* RHZ37123.1          K01883  398.70  482.2  6.2e-145 cysteinyl-tRNA synthetase [EC:6.1.1.16]
* RHZ37125.1          K02434  265.63  369.3  7.2e-111 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
* RHZ37128.1          K02956   32.03   69.7   4.3e-20 small subunit ribosomal protein S15
* RHZ37132.1          K19221  115.87  176.7   1.3e-52 cob(I)alamin adenosyltransferase [EC:2.5.1.17]
* RHZ37135.1          K07488   43.87   81.8   8.3e-24 transposase
* RHZ37137.1          K07566   83.40  116.4   2.2e-34 L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
* RHZ37138.1          K03799  133.77  183.5   9.2e-55 heat shock protein HtpX [EC:3.4.24.-]
* RHZ37140.1          K06925   47.07  110.7   1.3e-32 tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
* RHZ37142.1          K01868  140.00  439.6  4.4e-132 threonyl-tRNA synthetase [EC:6.1.1.3]
* RHZ37143.1          K00940  131.40  232.0     2e-69 nucleoside-diphosphate kinase [EC:2.7.4.6]
* RHZ37144.1          K07496   31.67   43.5   2.5e-12 putative transposase
* RHZ37158.1          K01154   25.93   42.9   4.8e-12 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ37159.1          K02876   42.03  111.7     7e-33 large subunit ribosomal protein L15
* RHZ37165.1          K02988  140.23  147.2   9.6e-44 small subunit ribosomal protein S5
* RHZ37166.1          K02881   60.30   70.7   2.2e-20 large subunit ribosomal protein L18
* RHZ37181.1          K02503   86.80  121.0   7.4e-36 histidine triad (HIT) family protein
* RHZ37182.1          K00525  363.03  582.0  2.4e-175 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
* RHZ37188.1          K18918   41.03   45.4   1.1e-12 RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
* RHZ37191.1          K07496   31.67  178.5   3.3e-53 putative transposase
* RHZ37192.1          K02519  306.67  479.6  3.4e-144 translation initiation factor IF-2
* RHZ37195.1          K02600   40.37  196.1   1.3e-58 transcription termination/antitermination protein NusA
* RHZ37196.1          K00287   53.23  150.2   1.1e-44 dihydrofolate reductase [EC:1.5.1.3]
* RHZ37197.1          K01875   76.07  360.7  1.7e-108 seryl-tRNA synthetase [EC:6.1.1.11]
* RHZ37207.1          K04075  115.90  196.6   1.2e-58 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
* RHZ37212.1          K03685  157.10  211.6   3.3e-63 ribonuclease III [EC:3.1.26.3]
* RHZ37214.1          K04567  302.73  657.7    4e-198 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
* RHZ37224.1          K03495  121.13  731.2  2.3e-220 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* RHZ37225.1          K00554  127.83  278.3   1.5e-83 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
* RHZ37226.1          K06999  106.67  107.0   1.5e-31 phospholipase/carboxylesterase
* RHZ37229.1          K03427   97.00  257.4   4.5e-77 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ37229.1          K01154   25.93   90.7   1.5e-26 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ37232.1          K02316   54.50  303.8   5.8e-91 DNA primase [EC:2.7.7.101]
* RHZ37236.1          K01154   25.93   47.2   2.4e-13 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ37238.1          K00029  301.23  524.0  7.3e-158 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
* RHZ37239.1          K01493   82.97  194.8   3.1e-58 dCMP deaminase [EC:3.5.4.12]
* RHZ37240.1          K03470  129.20  247.6   2.9e-74 ribonuclease HII [EC:3.1.26.4]
* RHZ37242.1          K03703  248.20  448.1    1e-134 excinuclease ABC subunit C
* RHZ37243.1          K03168  435.60  521.0  1.1e-156 DNA topoisomerase I [EC:5.6.2.1]
* RHZ37244.1          K03664   28.77  129.6   1.8e-38 SsrA-binding protein
* RHZ37276.1          K02884   22.50   60.3   3.1e-17 large subunit ribosomal protein L19
* RHZ37277.1          K18554  117.60  160.1   8.6e-48 chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
* RHZ37278.1          K02520   51.07  104.7   9.2e-31 translation initiation factor IF-3
* RHZ37279.1          K02950   85.93  201.0   4.8e-60 small subunit ribosomal protein S12
* RHZ37280.1          K02992  105.13  124.6   5.4e-37 small subunit ribosomal protein S7
* RHZ37281.1          K02355  515.13  886.9  2.9e-267 elongation factor G
* RHZ37282.1          K00945   76.83  202.0   2.5e-60 CMP/dCMP kinase [EC:2.7.4.25]
* RHZ37291.1          K01426  211.53  242.9   1.2e-72 amidase [EC:3.5.1.4]
* RHZ37292.1          K03650  167.93  441.6  9.8e-133 tRNA modification GTPase [EC:3.6.-.-]
* RHZ37293.1          K00566  428.00  476.6  8.2e-144 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* RHZ37294.1          K03979  160.43  439.1  3.7e-132 GTPase [EC:3.6.5.-]
* RHZ37295.1          K01972  100.33  660.8  5.3e-199 DNA ligase (NAD+) [EC:6.5.1.2]
* RHZ37296.1          K03218  217.53  225.8     1e-67 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
* RHZ37297.1          K02968   35.03   39.7   6.5e-11 small subunit ribosomal protein S20
* RHZ37298.1          K09769   82.67  298.8   4.3e-90 uncharacterized protein
* RHZ37302.1          K01880  107.30  305.7   1.3e-91 glycyl-tRNA synthetase [EC:6.1.1.14]
* RHZ37305.1          K07488   43.87  108.3   6.8e-32 transposase
* RHZ37306.1          K03702  143.73  938.3  1.2e-282 excinuclease ABC subunit B
* RHZ37310.1          K02863   98.10  168.5   3.6e-50 large subunit ribosomal protein L1
* RHZ37311.1          K02994   89.83  126.6   1.4e-37 small subunit ribosomal protein S8
* RHZ37312.1          K02933  112.43  175.7   2.2e-52 large subunit ribosomal protein L6
* RHZ37314.1          K02899   49.63   78.7   6.6e-23 large subunit ribosomal protein L27
* RHZ37317.1          K01890  121.63  232.7   1.2e-69 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* RHZ37319.1          K02838   26.67  121.3   5.5e-36 ribosome recycling factor
* RHZ37339.1          K03427   97.00  140.8   9.8e-42 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ37340.1          K07052   25.67   43.4   3.2e-12 uncharacterized protein
* RHZ37341.1          K02963   71.50   72.3   7.1e-21 small subunit ribosomal protein S18
* RHZ37345.1          K03070  152.83  721.0  3.2e-217 preprotein translocase subunit SecA [EC:7.4.2.8]
* RHZ37350.1          K07488   43.87  106.8   1.8e-31 transposase
* RHZ37372.1          K03687   30.90  107.3   1.3e-31 molecular chaperone GrpE
* RHZ37406.1          K01056   46.53  234.9   1.9e-70 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* RHZ37464.1          K00857   96.13  191.4   4.3e-57 thymidine kinase [EC:2.7.1.21]
* RHZ37472.1          K01887   47.77  356.6  4.5e-107 arginyl-tRNA synthetase [EC:6.1.1.19]
* RHZ37473.1          K02906  123.00  254.5   3.3e-76 large subunit ribosomal protein L3
* RHZ37488.1          K07488   43.87  108.3   6.8e-32 transposase
* RHZ37499.1          K02886  162.97  325.4   8.9e-98 large subunit ribosomal protein L2
* RHZ37504.1          K01872  198.30  270.5   4.5e-81 alanyl-tRNA synthetase [EC:6.1.1.7]
* RHZ37508.1          K02878   86.63  154.2   6.8e-46 large subunit ribosomal protein L16
* RHZ37510.1          K02890   79.10   97.4   1.4e-28 large subunit ribosomal protein L22
* RHZ37513.1          K02939   47.80   95.7   4.9e-28 large subunit ribosomal protein L9
* RHZ37514.1          K00962  149.47  642.2    2e-193 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
* RHZ37516.1          K00384  339.83  348.3  1.3e-104 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* RHZ37519.1          K21064  178.67  180.5   6.8e-54 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
* RHZ37527.1          K01156  140.97  186.2   1.6e-55 type III restriction enzyme [EC:3.1.21.5]
* RHZ37528.1          K07171   19.37  103.7   1.6e-30 mRNA interferase MazF [EC:3.1.-.-]
* RHZ37529.1          K03177  215.57  299.5   6.6e-90 tRNA pseudouridine55 synthase [EC:5.4.99.25]
* RHZ37532.1          K01870  514.83  608.7    4e-183 isoleucyl-tRNA synthetase [EC:6.1.1.5]
* RHZ37533.1          K07316  209.03  276.0     1e-82 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
* RHZ37548.1          K02926   76.47  225.9   1.3e-67 large subunit ribosomal protein L4
* RHZ37550.1          K01885  303.63  521.8  4.6e-157 glutamyl-tRNA synthetase [EC:6.1.1.17]
* RHZ37553.1          K01866   93.67  245.8   1.3e-73 tyrosyl-tRNA synthetase [EC:6.1.1.1]
* RHZ37555.1          K18554  117.60  131.0   6.6e-39 chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
* RHZ37556.1          K02914   18.57   54.0   1.8e-15 large subunit ribosomal protein L34
* RHZ37557.1          K00943   98.17  147.0   9.7e-44 dTMP kinase [EC:2.7.4.9]
* RHZ37563.1          K07496   31.67  114.5   7.7e-34 putative transposase
* RHZ37564.1          K02952  115.63  119.6   1.7e-35 small subunit ribosomal protein S13
* RHZ37569.1          K07334   76.87   91.2   9.3e-27 toxin HigB-1
* RHZ37570.1          K21498   47.93  104.0   1.1e-30 antitoxin HigA-1
* RHZ37573.1          K07494   74.50   84.0   1.9e-24 putative transposase
* RHZ37584.1          K01265  125.50  234.5   4.6e-70 methionyl aminopeptidase [EC:3.4.11.18]
* RHZ37586.1          K02871   70.00  155.8   2.1e-46 large subunit ribosomal protein L13
* RHZ37587.1          K02996  107.43  169.2   1.9e-50 small subunit ribosomal protein S9
* RHZ37588.1          K03648   88.37  234.9   3.9e-70 uracil-DNA glycosylase [EC:3.2.2.27]
* RHZ37589.1          K03427   97.00  334.3  2.3e-100 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ37590.1          K02913   23.47   28.2   2.6e-07 large subunit ribosomal protein L33
* RHZ37591.1          K03763  228.33 1013.8         0 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
* RHZ37591.1          K02342  108.03  118.3     5e-35 DNA polymerase III subunit epsilon [EC:2.7.7.7]
* RHZ37591.1          K09951   23.40   36.6   4.4e-10 CRISPR-associated protein Cas2
* RHZ37593.1          K02959   28.23  106.8   2.1e-31 small subunit ribosomal protein S16
* RHZ37602.1          K07171   19.37   62.0   9.1e-18 mRNA interferase MazF [EC:3.1.-.-]
* RHZ37632.1          K02879   35.07   83.1   3.7e-24 large subunit ribosomal protein L17
* RHZ37633.1          K07052   25.67   47.1   2.4e-13 uncharacterized protein
* RHZ37639.1          K03977  204.07  313.4     4e-94 GTPase
* RHZ37647.1          K03438  118.37  371.2  1.3e-111 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
* RHZ37649.1          K02967  138.30  189.5   1.1e-56 small subunit ribosomal protein S2
* RHZ37652.1          K18682  118.43  497.2  7.6e-150 ribonucrease Y [EC:3.1.-.-]
* RHZ37655.1          K02835  355.80  398.7  8.4e-120 peptide chain release factor 1
* RHZ37656.1          K03427   97.00  251.3   3.4e-75 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ37659.1          K07171   19.37   88.8   5.8e-26 mRNA interferase MazF [EC:3.1.-.-]
* RHZ37660.1          K01156  140.97  178.5   3.3e-53 type III restriction enzyme [EC:3.1.21.5]
* RHZ37662.1          K02931   99.93  210.6   2.8e-63 large subunit ribosomal protein L5
* RHZ37672.1          K01869  429.83  634.6  6.1e-191 leucyl-tRNA synthetase [EC:6.1.1.4]
* RHZ37684.1          K07171   19.37   44.3   2.4e-12 mRNA interferase MazF [EC:3.1.-.-]
* RHZ37690.1          K11754  366.00  397.7  1.2e-119 dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
* RHZ37691.1          K03652   51.33  216.4   9.2e-65 DNA-3-methyladenine glycosylase [EC:3.2.2.21]
* RHZ37699.1          K02935   28.83   36.9   4.5e-10 large subunit ribosomal protein L7/L12
* RHZ37704.1          K03046  542.03 1135.2         0 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* RHZ37704.1          K03043  365.63  920.7    2e-277 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* RHZ37705.1          K00600   55.33  580.8  5.5e-175 glycine hydroxymethyltransferase [EC:2.1.2.1]
* RHZ37724.1          K07171   19.37   93.6     2e-27 mRNA interferase MazF [EC:3.1.-.-]
* RHZ37732.1          K02986   77.73  155.9   2.1e-46 small subunit ribosomal protein S4
* RHZ37735.1          K13993   74.27   87.6   1.2e-25 HSP20 family protein
* RHZ37739.1          K03536   19.73   66.5   4.4e-19 ribonuclease P protein component [EC:3.1.26.5]
* RHZ37741.1          K06934   32.83   71.6   8.6e-21 uncharacterized protein
* RHZ37746.1          K03427   97.00  139.4   2.6e-41 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ37762.1          K03657  379.80  519.6  2.8e-156 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
* RHZ37780.1          K07171   19.37   83.0   3.4e-24 mRNA interferase MazF [EC:3.1.-.-]
* RHZ37781.1          K00560   77.53  383.0  2.3e-115 thymidylate synthase [EC:2.1.1.45]
* RHZ37786.1          K02358  348.87  594.4  6.1e-179 elongation factor Tu
* RHZ37788.1          K08602  124.97  502.6    3e-151 oligoendopeptidase F [EC:3.4.24.-]
* RHZ37794.1          K06218   35.80   54.5   3.4e-15 mRNA interferase RelE/StbE
